Autor;Ano;Emenda;UF;Município;Codigo_IBGE;Favorecido;Ação;Área;Objeto;Contato (Nome);Contato (Tel);Valor (R$)
Jean Paul Prates;2022;38860003-2022;RN;Santa Maria;2409332.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Primária À Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 219.938,00
Jean Paul Prates;2022;38860003-2022;RN;Jardim do Seridó;2405702.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Primária À Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 219.797,00
Jean Paul Prates;2022;38860003-2022;RN;Carnaúba dos Dantas;2402402.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Primária À Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 199.954,00
Jean Paul Prates;2022;38860003-2022;RN;Paraná;2408607.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Primária À Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 179.925,00
Jean Paul Prates;2022;38860003-2022;RN;São João do Sabugi;2412104.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Primária À Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 169.243,00
Jean Paul Prates;2022;38860003-2022;RN;Tenente Laurentino Cruz;2414159.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Primária À Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2022;38860003-2022;RN;Tibau;2411056.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Primária À Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 149.984,00
Jean Paul Prates;2022;38860003-2022;RN;Encanto;2403301.0;Município;Estruturação da Rede de Serviços de Atenção Primária À Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 149.914,00
Jean Paul Prates;2022;38860003-2022;RN;Lajes Pintadas;2406809.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Primária À Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 149.715,00
Jean Paul Prates;2022;38860003-2022;RN;São Tomé;2412906.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Primária À Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 137.651,00
Jean Paul Prates;2022;38860003-2022;RN;São Gonçalo do Amarante;2412005.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Primária À Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 2.833,00
Jean Paul Prates;2023;38860003-2023;RN;Mossoró;2408003.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860003-2023;RN;Campo Grande;2401305.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 130.000,00
Jean Paul Prates;2023;38860003-2023;RN;Vila Flor;2415008.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860003-2023;RN;Rodolfo Fernandes;2411007.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 80.000,00
Jean Paul Prates;2023;38860003-2023;RN;Pau dos Ferros;2409407.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 70.405,00
Jean Paul Prates;2023;38860003-2023;RN;São Fernando;2411809.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 60.000,00
Jean Paul Prates;2023;38860003-2023;RN;Assú;2400208.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 9.595,00
Jean Paul Prates;2020;38860004-2020;RN;Natal;2408102.0;Secretaria de Estado do Desenvolvimento Rural e da Agricultura;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Aquisição de equipamentos;Vazio;Vazio;R$ 710.216,44
Jean Paul Prates;2020;38860004-2020;DF;Brasília;;Caixa Econômica Federal;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;;Vazio;Vazio;R$ 33.750,00
Jean Paul Prates;2022;38860004-2022;RN;Natal;2408102.0;Estado do Rio Grande do Norte;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 2.619.682,00
Jean Paul Prates;2020;38860005-2020;RN;Natal;2408102.0;Instituto de Assistência Técnica e Extensão Rural do Rn;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Aquisição de equipamentos;Vazio;Vazio;R$ 353.350,00
Jean Paul Prates;2020;38860005-2020;DF;Brasília;;Caixa Econômica Federal;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;;Vazio;Vazio;R$ 16.650,00
Jean Paul Prates;2021;38860005-2021;RN;Natal;2408102.0;Fundo Estadual de Assistência Social Feas;Estruturação da Rede de Serviços do Sistema Único de Assistência Social (Suas)-No Estado do Rio Grande do Norte;Assistência social;;Vazio;Vazio;R$ 210.000,00
Jean Paul Prates;2022;38860005-2022;RN;Currais Novos;2403103.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2022;38860005-2022;RN;São Gonçalo do Amarante;2412005.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 300.000,00
Jean Paul Prates;2022;38860005-2022;RN;Fernando Pedroza;2403756.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Campo Grande;2401305.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Parelhas;2408904.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Nova Cruz;2408300.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Serra de São Bento;2413300.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Japi;2405405.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Lagoa de Velhos;2406403.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Sítio Novo;2413706.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Macaíba;2407104.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Natal;2408102.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Afonso Bezerra;2400307.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Jandaíra;2405108.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Janduís;2405207.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Felipe Guerra;2403707.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Montanhas;2407708.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2022;38860005-2022;RN;Cruzeta;2403004.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2022;38860005-2022;RN;Pau dos Ferros;2409407.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2022;38860005-2022;RN;Umarizal;2414506.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2022;38860005-2022;RN;Olho-D'Água do Borges;2408409.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2022;38860005-2022;RN;Patu;2409308.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2022;38860005-2022;RN;Severiano Melo;2413607.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2022;38860005-2022;RN;Santana do Matos;2411403.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2022;38860005-2022;RN;Baía Formosa;2401404.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2022;38860005-2022;RN;Caraúbas;2402303.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2022;38860005-2022;RN;São Fernando;2411809.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860005-2023;RN;São Gonçalo do Amarante;2412005.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 2.000.000,00
Jean Paul Prates;2023;38860005-2023;RN;São Miguel do Gostoso;2412559.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 650.000,00
Jean Paul Prates;2023;38860005-2023;RN;Baía Formosa;2401404.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 600.000,00
Jean Paul Prates;2023;38860005-2023;RN;Fernando Pedroza;2403756.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Equador;2403400.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Parelhas;2408904.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Carnaúba dos Dantas;2402402.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Ipueira;2404804.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;São João do Sabugi;2412104.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Jardim de Piranhas;2405603.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Acari;2400109.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Darlan Santos;84 99416-9266;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Bento Fernandes;2401602.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Pendências;2409902.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Santo Antônio;2411502.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Taboleiro Grande;2413805.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Maxaranguape;2407500.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Macau;2407203.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;São Vicente;2413003.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Messias Targino;2407609.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Vera Cruz;2414803.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860005-2023;RN;Jaçanã;2405009.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2023;38860005-2023;RN;Poço Branco;2410108.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 250.000,00
Jean Paul Prates;2023;38860005-2023;RN;Angicos;2400802.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860005-2023;RN;Ouro Branco;2408508.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860005-2023;RN;Sítio Novo;2413706.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2023;38860005-2023;RN;Paraú;2408706.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2023;38860005-2023;RN;São José do Seridó;2412401.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2023;38860005-2023;RN;Ipanguaçu;2404705.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 136.928,00
Jean Paul Prates;2023;38860005-2023;RN;Riacho da Cruz;2410702.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 43.464,00
Jean Paul Prates;2020;38860006-2020;DF;Brasília;;Caixa Econômica Federal;Desenvolvimento da Infraestrutura Pesqueira e Aquícola-No Estado do Rio Grande do Norte;Agricultura;;Vazio;Vazio;R$ 5.400,00
Jean Paul Prates;2021;38860006-2021;RN;Caraúbas;2402303.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2021;38860006-2021;RN;Janduís;2405207.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2021;38860006-2021;RN;Cruzeta;2403004.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2021;38860006-2021;RN;Jaçanã;2405009.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2021;38860006-2021;RN;Upanema;2414605.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2021;38860006-2021;RN;Doutor Severiano;2403202.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2021;38860006-2021;RN;Caiçara do Rio do Vento;2401909.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2021;38860006-2021;RN;Jandaíra;2405108.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2021;38860006-2021;RN;Lucrécia;2406908.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2021;38860006-2021;RN;Japi;2405405.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2021;38860006-2021;RN;Timbaúba dos Batistas;2414308.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2021;38860006-2021;RN;Serra de São Bento;2413300.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2021;38860006-2021;RN;Taipu;2413904.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2021;38860006-2021;RN;São Vicente;2413003.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2021;38860006-2021;RN;Frutuoso Gomes;2404002.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2021;38860006-2021;RN;Triunfo Potiguar;2414456.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2021;38860006-2021;RN;Rafael Fernandes;2410504.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2021;38860006-2021;RN;São José do Campestre;2412302.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2021;38860006-2021;RN;Felipe Guerra;2403707.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2021;38860006-2021;RN;Tibau;2411056.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2021;38860006-2021;RN;Paraná;2408607.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2021;38860006-2021;RN;Afonso Bezerra;2400307.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2021;38860006-2021;RN;Água Nova;2400406.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Atenção Primária À Saúde Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2022;38860006-2022;RN;Natal;2408102.0;Liga Norte Riograndense Contra o Câncer;Estruturação de Unidades de Atenção Especializada Em Saúde-No Estado do Rio Grande do Norte;Saúde;Aquisição de Equipmento e Material Permanente para Unidade de Atenção Especializada em Saúde;Vazio;Vazio;R$ 184.364,03
Jean Paul Prates;2022;38860006-2022;RN;Natal;2408102.0;Instituto de Proteção e Assistência a Infancia do Rn;Estruturação de Unidades de Atenção Especializada Em Saúde-No Estado do Rio Grande do Norte;Saúde;Aquisição de Equipmento e Material Permanente para Unidade de Atenção Especializada em Saúde;Vazio;Vazio;R$ 119.784,00
Jean Paul Prates;2022;38860006-2022;RN;Alexandria;2400505.0;Hospital Maternidade Guiomar Fernandes;Estruturação de Unidades de Atenção Especializada Em Saúde-No Estado do Rio Grande do Norte;Saúde;Aquisição de Equipmento e Material Permanente para Unidade de Atenção Especializada em Saúde;Vazio;Vazio;R$ 88.785,11
Jean Paul Prates;2023;38860006-2023;RN;Maxaranguape;2407500.0;Associação de Proteção e Conservacao Ambiental Cabo de Maxaranguape;Implementação de Ações de Cidadania e Educação Ambiental-No Estado do Rio Grande do Norte;Gestão ambiental;Através do Programa Multiplicadores Ambientais iremos desenvolver cinco ações de educação ambiental, sendo elas: utilizar a internet e redes sociais como ferramentas educacionais, curso de capacitação, realizar palestras educativas, limpezas de praia e soltura de filhotes de tartaruga marinha, essas ações irão trabalhar conceitos, estratégias e vivências próprias da consciência ambiental voltada para a sustentabilidade local, tendo como foco a sensibilização de 1.000 pessoas.;Vazio;Vazio;R$ 449.128,00
Jean Paul Prates;2022;38860007-2022;RN;São Gonçalo do Amarante;2412005.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 304.972,00
Jean Paul Prates;2022;38860007-2022;RN;Serra do Mel;2413359.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 230.000,00
Jean Paul Prates;2022;38860007-2022;RN;Felipe Guerra;2403707.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 97.184,00
Jean Paul Prates;2022;38860007-2022;RN;Lucrécia;2406908.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 93.757,00
Jean Paul Prates;2022;38860007-2022;RN;Riacho de Santana;2410801.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 70.000,00
Jean Paul Prates;2022;38860007-2022;RN;Encanto;2403301.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 61.132,00
Jean Paul Prates;2023;38860007-2023;SC;Florianópolis;;K2 It Ltda;Reestruturação e Modernização Das Instituições Federais de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 653.403,90
Jean Paul Prates;2023;38860007-2023;RN;Natal;2408102.0;Fundação Norte Rio Grandense de Pesquisa e Cultura;Reestruturação e Modernização Das Instituições Federais de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 270.511,67
Jean Paul Prates;2023;38860007-2023;MG;Formiga;;Tecno2000 Indústria e Comércio Ltda;Reestruturação e Modernização Das Instituições Federais de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 232.927,10
Jean Paul Prates;2023;38860007-2023;SC;Palhoça;;Cirurgicas Mullet Equipamentos Hospitalares e Veterinar;Reestruturação e Modernização Das Instituições Federais de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 185.946,80
